paperID,imageID,size,uncertainty
,2015T04,,18
2015T04,10.1109@TVCG.2015.2466971,,8
10.1109@TVCG.2015.2466971,10.1109@TVCG.2015.2466971_08_01_T04.jpg,3550428,1
10.1109@TVCG.2015.2466971,10.1109@TVCG.2015.2466971_08_02_T04.jpg,4390302,1
10.1109@TVCG.2015.2466971,10.1109@TVCG.2015.2466971_08_03_T04.jpg,739680,1
10.1109@TVCG.2015.2466971,10.1109@TVCG.2015.2466971_08_04_T04.jpg,887616,1
10.1109@TVCG.2015.2466971,10.1109@TVCG.2015.2466971_08_05_T04.jpg,1076700,1
10.1109@TVCG.2015.2466971,10.1109@TVCG.2015.2466971_08_06_T04.jpg,424593,1
10.1109@TVCG.2015.2466971,10.1109@TVCG.2015.2466971_08_07_T04.jpg,952941,1
10.1109@TVCG.2015.2466971,10.1109@TVCG.2015.2466971_08_08_T04.jpg,4124472,1
2015T04,10.1109@TVCG.2015.2466992,,15
10.1109@TVCG.2015.2466992,10.1109@TVCG.2015.2466992_15_01_T04.jpg,1463712,1
10.1109@TVCG.2015.2466992,10.1109@TVCG.2015.2466992_15_02_T04.jpg,422904,1
10.1109@TVCG.2015.2466992,10.1109@TVCG.2015.2466992_15_03_T04.jpg,404064,1
10.1109@TVCG.2015.2466992,10.1109@TVCG.2015.2466992_15_04_T04.jpg,478296,1
10.1109@TVCG.2015.2466992,10.1109@TVCG.2015.2466992_15_05_T04.jpg,411723,1
10.1109@TVCG.2015.2466992,10.1109@TVCG.2015.2466992_15_06_T04.jpg,536976,1
10.1109@TVCG.2015.2466992,10.1109@TVCG.2015.2466992_15_07_T04.jpg,581760,1
10.1109@TVCG.2015.2466992,10.1109@TVCG.2015.2466992_15_08_T04.jpg,699039,1
10.1109@TVCG.2015.2466992,10.1109@TVCG.2015.2466992_15_09_T04.jpg,487428,1
10.1109@TVCG.2015.2466992,10.1109@TVCG.2015.2466992_15_10_T04.jpg,470208,1
10.1109@TVCG.2015.2466992,10.1109@TVCG.2015.2466992_15_11_T04.jpg,594804,1
10.1109@TVCG.2015.2466992,10.1109@TVCG.2015.2466992_15_12_T04.jpg,544635,1
