paperID,imageID,size,uncertainty
,2013T13,,2
2013T13,10.1109@TVCG.2013.160,,14
10.1109@TVCG.2013.160,10.1109@TVCG.2013.160_14_01_T13.jpg,1665027,1
10.1109@TVCG.2013.160,10.1109@TVCG.2013.160_14_02_T13.jpg,398784,1
10.1109@TVCG.2013.160,10.1109@TVCG.2013.160_14_03_T13.jpg,683382,1
10.1109@TVCG.2013.160,10.1109@TVCG.2013.160_14_04_T13.jpg,573696,1
10.1109@TVCG.2013.160,10.1109@TVCG.2013.160_14_06_T13.jpg,1683003,1
10.1109@TVCG.2013.160,10.1109@TVCG.2013.160_14_08_T13.jpg,421875,1
10.1109@TVCG.2013.160,10.1109@TVCG.2013.160_14_09_T13.jpg,511995,1
10.1109@TVCG.2013.160,10.1109@TVCG.2013.160_14_10_T13.jpg,4053069,1
10.1109@TVCG.2013.160,10.1109@TVCG.2013.160_14_11_T13.jpg,965874,1
10.1109@TVCG.2013.160,10.1109@TVCG.2013.160_14_12_T13.jpg,1979964,1
10.1109@TVCG.2013.160,10.1109@TVCG.2013.160_14_13_T13.jpg,2136456,1
10.1109@TVCG.2013.160,10.1109@TVCG.2013.160_14_14_T13.jpg,3969810,1
10.1109@TVCG.2013.160,10.1109@TVCG.2013.160_14_15_T13.jpg,3089016,1
10.1109@TVCG.2013.160,10.1109@TVCG.2013.160_14_16_T13.jpg,1323960,1
2013T13,10.1109@TVCG.2013.179,,13
10.1109@TVCG.2013.179,10.1109@TVCG.2013.179_13_01_T13.jpg,2474589,1
10.1109@TVCG.2013.179,10.1109@TVCG.2013.179_13_02_T13.jpg,3005040,1
10.1109@TVCG.2013.179,10.1109@TVCG.2013.179_13_19_T13.jpg,1584876,1
10.1109@TVCG.2013.179,10.1109@TVCG.2013.179_13_20_T13.jpg,948780,1
10.1109@TVCG.2013.179,10.1109@TVCG.2013.179_13_21_T13.jpg,982086,1
10.1109@TVCG.2013.179,10.1109@TVCG.2013.179_13_22_T13.jpg,1050060,1
10.1109@TVCG.2013.179,10.1109@TVCG.2013.179_13_23_T13.jpg,1048998,1
10.1109@TVCG.2013.179,10.1109@TVCG.2013.179_13_24_T13.jpg,5068704,1
10.1109@TVCG.2013.179,10.1109@TVCG.2013.179_13_25_T13.jpg,1077984,1
10.1109@TVCG.2013.179,10.1109@TVCG.2013.179_13_26_T13.jpg,823401,1
10.1109@TVCG.2013.179,10.1109@TVCG.2013.179_13_27_T13.jpg,1235424,1
10.1109@TVCG.2013.179,10.1109@TVCG.2013.179_13_28_T13.jpg,1480350,1
10.1109@TVCG.2013.179,10.1109@TVCG.2013.179_13_29_T13.jpg,470976,1
