paperID,imageID,size,uncertainty
,2016T17,,41
2016T17,10.1109@TVCG.2016.2598432,,6
10.1109@TVCG.2016.2598432,10.1109@TVCG.2016.2598432_06_01_T17.jpg,2270364,5.536909e+00
10.1109@TVCG.2016.2598432,10.1109@TVCG.2016.2598432_06_02_T17.jpg,2575872,4.456900e+00
10.1109@TVCG.2016.2598432,10.1109@TVCG.2016.2598432_06_03_T17.jpg,1006992,3.616560e+00
10.1109@TVCG.2016.2598432,10.1109@TVCG.2016.2598432_06_04_T17.jpg,1285386,6.195992e+00
10.1109@TVCG.2016.2598432,10.1109@TVCG.2016.2598432_06_05_T17.jpg,2301288,3.877451e+00
10.1109@TVCG.2016.2598432,10.1109@TVCG.2016.2598432_06_06_T17.jpg,459000,4.973551e+00
2016T17,10.1109@TVCG.2016.2598444,,6
10.1109@TVCG.2016.2598444,10.1109@TVCG.2016.2598444_06_01_T17.jpg,3039120,4.040754e+00
10.1109@TVCG.2016.2598444,10.1109@TVCG.2016.2598444_06_02_T17.jpg,194040,3.256397e+00
10.1109@TVCG.2016.2598444,10.1109@TVCG.2016.2598444_06_03_T17.jpg,3050496,3.319974e+00
10.1109@TVCG.2016.2598444,10.1109@TVCG.2016.2598444_06_04_T17.jpg,827952,3.641172e+00
10.1109@TVCG.2016.2598444,10.1109@TVCG.2016.2598444_06_05_T17.jpg,986565,5.050360e+00
10.1109@TVCG.2016.2598444,10.1109@TVCG.2016.2598444_06_06_T17.jpg,858240,3.421668e+00
2016T17,10.1109@TVCG.2016.2598465,,14
10.1109@TVCG.2016.2598465,10.1109@TVCG.2016.2598465_14_01_T17.jpg,2668608,3.416669e+00
10.1109@TVCG.2016.2598465,10.1109@TVCG.2016.2598465_14_02_T17.jpg,1039968,3.421105e+00
10.1109@TVCG.2016.2598465,10.1109@TVCG.2016.2598465_14_03_T17.jpg,348480,2.230532e+00
10.1109@TVCG.2016.2598465,10.1109@TVCG.2016.2598465_14_04_T17.jpg,953574,2.249964e+00
10.1109@TVCG.2016.2598465,10.1109@TVCG.2016.2598465_14_05_T17.jpg,770721,2.959287e+00
