paperID,imageID,size,uncertainty
,2014T09,,1
2014T09,10.1109@TVCG.2014.2346411,,14
10.1109@TVCG.2014.2346411,10.1109@TVCG.2014.2346411_14_01_T09.jpg,1693710,1
10.1109@TVCG.2014.2346411,10.1109@TVCG.2014.2346411_14_02_T09.jpg,766674,1
10.1109@TVCG.2014.2346411,10.1109@TVCG.2014.2346411_14_03_T09.jpg,1655703,1
10.1109@TVCG.2014.2346411,10.1109@TVCG.2014.2346411_14_04_T09.jpg,298626,1
10.1109@TVCG.2014.2346411,10.1109@TVCG.2014.2346411_14_05_T09.jpg,2225025,1
10.1109@TVCG.2014.2346411,10.1109@TVCG.2014.2346411_14_06_T09.jpg,1053768,1
10.1109@TVCG.2014.2346411,10.1109@TVCG.2014.2346411_14_07_T09.jpg,1056480,1
10.1109@TVCG.2014.2346411,10.1109@TVCG.2014.2346411_14_08_T09.jpg,1542024,1
10.1109@TVCG.2014.2346411,10.1109@TVCG.2014.2346411_14_09_T09.jpg,1140192,1
10.1109@TVCG.2014.2346411,10.1109@TVCG.2014.2346411_14_10_T09.jpg,660960,1
10.1109@TVCG.2014.2346411,10.1109@TVCG.2014.2346411_14_11_T09.jpg,1976790,1
10.1109@TVCG.2014.2346411,10.1109@TVCG.2014.2346411_14_12_T09.jpg,608472,1
10.1109@TVCG.2014.2346411,10.1109@TVCG.2014.2346411_14_13_T09.jpg,1350723,1
10.1109@TVCG.2014.2346411,10.1109@TVCG.2014.2346411_14_14_T09.jpg,2288592,1
