paperID,imageID,size,uncertainty
,2008T16,,10
2008T16,10.1109@TVCG.2008.112,,12
10.1109@TVCG.2008.112,10.1109@TVCG.2008.112_12_01_T16.jpg,1287360,1
10.1109@TVCG.2008.112,10.1109@TVCG.2008.112_12_02_T16.jpg,418656,1
10.1109@TVCG.2008.112,10.1109@TVCG.2008.112_12_03_T16.jpg,540387,1
10.1109@TVCG.2008.112,10.1109@TVCG.2008.112_12_04_T16.jpg,421971,1
10.1109@TVCG.2008.112,10.1109@TVCG.2008.112_12_05_T16.jpg,673440,1
10.1109@TVCG.2008.112,10.1109@TVCG.2008.112_12_06_T16.jpg,533520,1
10.1109@TVCG.2008.112,10.1109@TVCG.2008.112_12_07_T16.jpg,1262142,1
10.1109@TVCG.2008.112,10.1109@TVCG.2008.112_12_08_T16.jpg,781920,1
10.1109@TVCG.2008.112,10.1109@TVCG.2008.112_12_09_T16.jpg,2810412,1
10.1109@TVCG.2008.112,10.1109@TVCG.2008.112_12_10_T16.jpg,2295216,1
10.1109@TVCG.2008.112,10.1109@TVCG.2008.112_12_11_T16.jpg,638400,1
10.1109@TVCG.2008.112,10.1109@TVCG.2008.112_12_12_T16.jpg,465912,1
2008T16,10.1109@TVCG.2008.118,,13
10.1109@TVCG.2008.118,10.1109@TVCG.2008.118_13_01_T16.jpg,554652,1
10.1109@TVCG.2008.118,10.1109@TVCG.2008.118_13_02_T16.jpg,646488,1
10.1109@TVCG.2008.118,10.1109@TVCG.2008.118_13_03_T16.jpg,690768,1
10.1109@TVCG.2008.118,10.1109@TVCG.2008.118_13_04_T16.jpg,413424,1
10.1109@TVCG.2008.118,10.1109@TVCG.2008.118_13_05_T16.jpg,380184,1
10.1109@TVCG.2008.118,10.1109@TVCG.2008.118_13_06_T16.jpg,756687,1
10.1109@TVCG.2008.118,10.1109@TVCG.2008.118_13_08_T16.jpg,844425,1
10.1109@TVCG.2008.118,10.1109@TVCG.2008.118_13_09_T16.jpg,1055700,1
10.1109@TVCG.2008.118,10.1109@TVCG.2008.118_13_10_T16.jpg,681867,1
10.1109@TVCG.2008.118,10.1109@TVCG.2008.118_13_12_T16.jpg,588744,1
10.1109@TVCG.2008.118,10.1109@TVCG.2008.118_13_13_T16.jpg,1028736,1
10.1109@TVCG.2008.118,10.1109@TVCG.2008.118_13_14_T16.jpg,1742790,1
10.1109@TVCG.2008.118,10.1109@TVCG.2008.118_13_15_T16.jpg,644307,1
2008T16,10.1109@TVCG.2008.123,,13
10.1109@TVCG.2008.123,10.1109@TVCG.2008.123_13_01_T16.jpg,2604777,1
10.1109@TVCG.2008.123,10.1109@TVCG.2008.123_13_02_T16.jpg,2867706,1
10.1109@TVCG.2008.123,10.1109@TVCG.2008.123_13_03_T16.jpg,3265485,1
10.1109@TVCG.2008.123,10.1109@TVCG.2008.123_13_04_T16.jpg,1218240,1
10.1109@TVCG.2008.123,10.1109@TVCG.2008.123_13_05_T16.jpg,1108602,1
10.1109@TVCG.2008.123,10.1109@TVCG.2008.123_13_06_T16.jpg,2529144,1
10.1109@TVCG.2008.123,10.1109@TVCG.2008.123_13_07_T16.jpg,1235400,1
10.1109@TVCG.2008.123,10.1109@TVCG.2008.123_13_08_T16.jpg,985116,1
10.1109@TVCG.2008.123,10.1109@TVCG.2008.123_13_09_T16.jpg,4212390,1
10.1109@TVCG.2008.123,10.1109@TVCG.2008.123_13_10_T16.jpg,2495136,1
10.1109@TVCG.2008.123,10.1109@TVCG.2008.123_13_11_T16.jpg,2465190,1
