paperID,imageID,size,uncertainty
,2007T06,,7
2007T06,10.1109@TVCG.2007.70541,,4
10.1109@TVCG.2007.70541,10.1109@TVCG.2007.70541_04_01_T06.jpg,1560564,1
10.1109@TVCG.2007.70541,10.1109@TVCG.2007.70541_04_02_T06.jpg,1479159,1
10.1109@TVCG.2007.70541,10.1109@TVCG.2007.70541_04_03_T06.jpg,2995704,1
10.1109@TVCG.2007.70541,10.1109@TVCG.2007.70541_04_04_T06.jpg,1265625,1
2007T06,10.1109@TVCG.2007.70568,,15
10.1109@TVCG.2007.70568,10.1109@TVCG.2007.70568_15_01_T06.jpg,765000,1
10.1109@TVCG.2007.70568,10.1109@TVCG.2007.70568_15_02_T06.jpg,637209,1
10.1109@TVCG.2007.70568,10.1109@TVCG.2007.70568_15_03_T06.jpg,704250,1
10.1109@TVCG.2007.70568,10.1109@TVCG.2007.70568_15_04_T06.jpg,558744,1
10.1109@TVCG.2007.70568,10.1109@TVCG.2007.70568_15_05_T06.jpg,575181,1
10.1109@TVCG.2007.70568,10.1109@TVCG.2007.70568_15_06_T06.jpg,578952,1
10.1109@TVCG.2007.70568,10.1109@TVCG.2007.70568_15_07_T06.jpg,438495,1
10.1109@TVCG.2007.70568,10.1109@TVCG.2007.70568_15_08_T06.jpg,755715,1
10.1109@TVCG.2007.70568,10.1109@TVCG.2007.70568_15_09_T06.jpg,622419,1
10.1109@TVCG.2007.70568,10.1109@TVCG.2007.70568_15_10_T06.jpg,505197,1
10.1109@TVCG.2007.70568,10.1109@TVCG.2007.70568_15_11_T06.jpg,474240,1
10.1109@TVCG.2007.70568,10.1109@TVCG.2007.70568_15_12_T06.jpg,691353,1
10.1109@TVCG.2007.70568,10.1109@TVCG.2007.70568_15_13_T06.jpg,977820,1
10.1109@TVCG.2007.70568,10.1109@TVCG.2007.70568_15_14_T06.jpg,541320,1
10.1109@TVCG.2007.70568,10.1109@TVCG.2007.70568_15_15_T06.jpg,955719,1
2007T06,10.1109@TVCG.2007.70570,,9
10.1109@TVCG.2007.70570,10.1109@TVCG.2007.70570_09_01_T06.jpg,1177632,1
10.1109@TVCG.2007.70570,10.1109@TVCG.2007.70570_09_02_T06.jpg,1044000,1
10.1109@TVCG.2007.70570,10.1109@TVCG.2007.70570_09_03_T06.jpg,851613,1
10.1109@TVCG.2007.70570,10.1109@TVCG.2007.70570_09_04_T06.jpg,1006434,1
10.1109@TVCG.2007.70570,10.1109@TVCG.2007.70570_09_05_T06.jpg,1053552,1
10.1109@TVCG.2007.70570,10.1109@TVCG.2007.70570_09_06_T06.jpg,1082061,1
10.1109@TVCG.2007.70570,10.1109@TVCG.2007.70570_09_07_T06.jpg,911064,1
10.1109@TVCG.2007.70570,10.1109@TVCG.2007.70570_09_08_T06.jpg,814320,1
10.1109@TVCG.2007.70570,10.1109@TVCG.2007.70570_09_09_T06.jpg,735750,1
2007T06,10.1109@TVCG.2007.70592,,8
10.1109@TVCG.2007.70592,10.1109@TVCG.2007.70592_08_01_T06.jpg,779256,1
10.1109@TVCG.2007.70592,10.1109@TVCG.2007.70592_08_02_T06.jpg,730590,1
10.1109@TVCG.2007.70592,10.1109@TVCG.2007.70592_08_03_T06.jpg,1039104,1
10.1109@TVCG.2007.70592,10.1109@TVCG.2007.70592_08_04_T06.jpg,1560246,1
10.1109@TVCG.2007.70592,10.1109@TVCG.2007.70592_08_05_T06.jpg,2437224,1
10.1109@TVCG.2007.70592,10.1109@TVCG.2007.70592_08_06_T06.jpg,2683080,1
10.1109@TVCG.2007.70592,10.1109@TVCG.2007.70592_08_07_T06.jpg,1043955,1
10.1109@TVCG.2007.70592,10.1109@TVCG.2007.70592_08_08_T06.jpg,2886444,1
2007T06,10.1109@VAST.2007.4389002,,11
10.1109@VAST.2007.4389002,10.1109@VAST.2007.4389002_11_01_T06.jpg,362700,1
