paperID,imageID,size,uncertainty
,2013T05,,6
2013T05,10.1109@TVCG.2013.119,,4
10.1109@TVCG.2013.119,10.1109@TVCG.2013.119_04_01_T17.jpg,911820,1
10.1109@TVCG.2013.119,10.1109@TVCG.2013.119_04_02_T17.jpg,1433157,1
10.1109@TVCG.2013.119,10.1109@TVCG.2013.119_04_03_T17.jpg,1099464,1
10.1109@TVCG.2013.119,10.1109@TVCG.2013.119_04_04_T17.jpg,1551885,1
2013T05,10.1109@TVCG.2013.132,,9
10.1109@TVCG.2013.132,10.1109@TVCG.2013.132_09_01_T05.jpg,2060247,1
10.1109@TVCG.2013.132,10.1109@TVCG.2013.132_09_02_T05.jpg,1615500,1
10.1109@TVCG.2013.132,10.1109@TVCG.2013.132_09_03_T05.jpg,1130976,1
10.1109@TVCG.2013.132,10.1109@TVCG.2013.132_09_04_T05.jpg,2406846,1
10.1109@TVCG.2013.132,10.1109@TVCG.2013.132_09_05_T05.jpg,1012944,1
10.1109@TVCG.2013.132,10.1109@TVCG.2013.132_09_06_T05.jpg,569856,1
10.1109@TVCG.2013.132,10.1109@TVCG.2013.132_09_07_T05.jpg,1761402,1
10.1109@TVCG.2013.132,10.1109@TVCG.2013.132_09_08_T05.jpg,1232205,1
10.1109@TVCG.2013.132,10.1109@TVCG.2013.132_09_09_T05.jpg,1137708,1
2013T05,10.1109@TVCG.2013.133,,11
10.1109@TVCG.2013.133,10.1109@TVCG.2013.133_11_01_T05.jpg,669060,1
10.1109@TVCG.2013.133,10.1109@TVCG.2013.133_11_02_T05.jpg,919485,1
10.1109@TVCG.2013.133,10.1109@TVCG.2013.133_11_03_T05.jpg,530880,1
10.1109@TVCG.2013.133,10.1109@TVCG.2013.133_11_04_T05.jpg,2855169,1
10.1109@TVCG.2013.133,10.1109@TVCG.2013.133_11_05_T05.jpg,651666,1
10.1109@TVCG.2013.133,10.1109@TVCG.2013.133_11_06_T05.jpg,1401840,1
10.1109@TVCG.2013.133,10.1109@TVCG.2013.133_11_07_T05.jpg,8549931,1
10.1109@TVCG.2013.133,10.1109@TVCG.2013.133_11_08_T05.jpg,1517481,1
10.1109@TVCG.2013.133,10.1109@TVCG.2013.133_11_09_T05.jpg,3457728,1
10.1109@TVCG.2013.133,10.1109@TVCG.2013.133_11_10_T05.jpg,4244427,1
10.1109@TVCG.2013.133,10.1109@TVCG.2013.133_11_11_T05.jpg,1011840,1
2013T05,10.1109@TVCG.2013.146,,9
10.1109@TVCG.2013.146,10.1109@TVCG.2013.146_09_01_T05.jpg,2432214,1
10.1109@TVCG.2013.146,10.1109@TVCG.2013.146_09_02_T05.jpg,1566720,1
10.1109@TVCG.2013.146,10.1109@TVCG.2013.146_09_03_T05.jpg,1639404,1
10.1109@TVCG.2013.146,10.1109@TVCG.2013.146_09_04_T05.jpg,1044000,1
10.1109@TVCG.2013.146,10.1109@TVCG.2013.146_09_05_T05.jpg,1914831,1
10.1109@TVCG.2013.146,10.1109@TVCG.2013.146_09_06_T05.jpg,493560,1
10.1109@TVCG.2013.146,10.1109@TVCG.2013.146_09_07_T05.jpg,2150040,1
10.1109@TVCG.2013.146,10.1109@TVCG.2013.146_09_08_T05.jpg,425256,1
10.1109@TVCG.2013.146,10.1109@TVCG.2013.146_09_09_T05.jpg,2948280,1
2013T05,10.1109@TVCG.2013.206,,6
10.1109@TVCG.2013.206,10.1109@TVCG.2013.206_06_01_T05.jpg,2566008,1
10.1109@TVCG.2013.206,10.1109@TVCG.2013.206_06_02_T05.jpg,659295,1
10.1109@TVCG.2013.206,10.1109@TVCG.2013.206_06_03_T05.jpg,542619,1
10.1109@TVCG.2013.206,10.1109@TVCG.2013.206_06_04_T05.jpg,1005768,1
10.1109@TVCG.2013.206,10.1109@TVCG.2013.206_06_05_T05.jpg,992763,1
10.1109@TVCG.2013.206,10.1109@TVCG.2013.206_06_06_T05.jpg,630036,1
2013T05,10.1109@TVCG.2013.231,,8
10.1109@TVCG.2013.231,10.1109@TVCG.2013.231_08_01_T17.jpg,2638080,1
10.1109@TVCG.2013.231,10.1109@TVCG.2013.231_08_02_T17.jpg,430848,1
10.1109@TVCG.2013.231,10.1109@TVCG.2013.231_08_03_T17.jpg,2855358,1
10.1109@TVCG.2013.231,10.1109@TVCG.2013.231_08_04_T17.jpg,4132440,1
10.1109@TVCG.2013.231,10.1109@TVCG.2013.231_08_05_T17.jpg,4104630,1
10.1109@TVCG.2013.231,10.1109@TVCG.2013.231_08_06_T17.jpg,1614600,1
10.1109@TVCG.2013.231,10.1109@TVCG.2013.231_08_07_T17.jpg,3571152,1
10.1109@TVCG.2013.231,10.1109@TVCG.2013.231_08_08_T17.jpg,7729095,1
