paperID,imageID,size,uncertainty
,2008T17,,15
2008T17,10.1109@TVCG.2008.127,,7
10.1109@TVCG.2008.127,10.1109@TVCG.2008.127_07_01_T17.jpg,1085538,6.869034e+00
10.1109@TVCG.2008.127,10.1109@TVCG.2008.127_07_02_T17.jpg,670704,1.943336e+00
10.1109@TVCG.2008.127,10.1109@TVCG.2008.127_07_03_T17.jpg,1246152,6.664168e+00
10.1109@TVCG.2008.127,10.1109@TVCG.2008.127_07_04_T17.jpg,1308096,6.196058e+00
10.1109@TVCG.2008.127,10.1109@TVCG.2008.127_07_05_T17.jpg,1092351,5.166019e+00
10.1109@TVCG.2008.127,10.1109@TVCG.2008.127_07_06_T17.jpg,1142613,2.949832e+00
10.1109@TVCG.2008.127,10.1109@TVCG.2008.127_07_07_T17.jpg,1041900,5.069011e+00
2008T17,10.1109@TVCG.2008.152,,11
10.1109@TVCG.2008.152,10.1109@TVCG.2008.152_11_01_T17.jpg,224016,2.130523e+00
10.1109@TVCG.2008.152,10.1109@TVCG.2008.152_11_02_T17.jpg,604650,1.650186e+00
10.1109@TVCG.2008.152,10.1109@TVCG.2008.152_11_03_T17.jpg,278208,2.156039e+00
10.1109@TVCG.2008.152,10.1109@TVCG.2008.152_11_04_T17.jpg,413568,4.313283e+00
10.1109@TVCG.2008.152,10.1109@TVCG.2008.152_11_05_T17.jpg,1452906,3.232560e+00
10.1109@TVCG.2008.152,10.1109@TVCG.2008.152_11_06_T17.jpg,2145150,4.339464e+00
10.1109@TVCG.2008.152,10.1109@TVCG.2008.152_11_07_T17.jpg,926640,4.394726e+00
10.1109@TVCG.2008.152,10.1109@TVCG.2008.152_11_08_T17.jpg,1506948,3.708196e+00
10.1109@TVCG.2008.152,10.1109@TVCG.2008.152_11_09_T17.jpg,2163837,3.664136e+00
10.1109@TVCG.2008.152,10.1109@TVCG.2008.152_11_10_T17.jpg,2259582,3.600695e+00
10.1109@TVCG.2008.152,10.1109@TVCG.2008.152_11_11_T17.jpg,1497984,4.083756e+00
2008T17,10.1109@TVCG.2008.181,,8
10.1109@TVCG.2008.181,10.1109@TVCG.2008.181_08_01_T17.jpg,1312209,1.667882e+00
10.1109@TVCG.2008.181,10.1109@TVCG.2008.181_08_02_T17.jpg,1939050,1.088004e+00
10.1109@TVCG.2008.181,10.1109@TVCG.2008.181_08_03_T17.jpg,687924,3.893446e+00
10.1109@TVCG.2008.181,10.1109@TVCG.2008.181_08_04_T17.jpg,282375,4.386240e+00
10.1109@TVCG.2008.181,10.1109@TVCG.2008.181_08_05_T17.jpg,3451932,5.644783e+00
10.1109@TVCG.2008.181,10.1109@TVCG.2008.181_08_06_T17.jpg,3332385,7.319321e+00
10.1109@TVCG.2008.181,10.1109@TVCG.2008.181_08_07_T17.jpg,3562020,7.240258e+00
10.1109@TVCG.2008.181,10.1109@TVCG.2008.181_08_08_T17.jpg,2500350,6.885451e+00
2008T17,10.1109@TVCG.2008.182,,10
10.1109@TVCG.2008.182,10.1109@TVCG.2008.182_10_01_T17.jpg,2817270,6.596579e+00
10.1109@TVCG.2008.182,10.1109@TVCG.2008.182_10_02_T17.jpg,729696,2.373062e+00
10.1109@TVCG.2008.182,10.1109@TVCG.2008.182_10_03_T17.jpg,2662281,5.686750e+00
10.1109@TVCG.2008.182,10.1109@TVCG.2008.182_10_04_T17.jpg,2503665,5.401820e+00
10.1109@TVCG.2008.182,10.1109@TVCG.2008.182_10_05_T17.jpg,1612116,5.830064e+00
10.1109@TVCG.2008.182,10.1109@TVCG.2008.182_10_06_T17.jpg,1587708,5.216751e+00
10.1109@TVCG.2008.182,10.1109@TVCG.2008.182_10_07_T17.jpg,1585662,5.493925e+00
10.1109@TVCG.2008.182,10.1109@TVCG.2008.182_10_08_T17.jpg,2236392,5.047980e+00
10.1109@TVCG.2008.182,10.1109@TVCG.2008.182_10_09_T17.jpg,2939784,5.835420e+00
10.1109@TVCG.2008.182,10.1109@TVCG.2008.182_10_10_T17.jpg,2835600,5.825418e+00
2008T17,10.1109@TVCG.2008.185,,8
10.1109@TVCG.2008.185,10.1109@TVCG.2008.185_08_01_T17.jpg,2351595,5.129197e+00
10.1109@TVCG.2008.185,10.1109@TVCG.2008.185_08_02_T17.jpg,1492491,1.747358e+00
10.1109@TVCG.2008.185,10.1109@TVCG.2008.185_08_03_T17.jpg,3208704,4.255015e+00
10.1109@TVCG.2008.185,10.1109@TVCG.2008.185_08_04_T17.jpg,2810052,4.907139e+00
10.1109@TVCG.2008.185,10.1109@TVCG.2008.185_08_05_T17.jpg,5635275,4.839666e+00
10.1109@TVCG.2008.185,10.1109@TVCG.2008.185_08_06_T17.jpg,4219392,5.330823e+00
10.1109@TVCG.2008.185,10.1109@TVCG.2008.185_08_07_T17.jpg,10103940,4.577285e+00
10.1109@TVCG.2008.185,10.1109@TVCG.2008.185_08_08_T17.jpg,2373480,5.555192e+00
2008T17,10.1109@VAST.2008.4677350,,8
10.1109@VAST.2008.4677350,10.1109@VAST.2008.4677350_08_01_T17.jpg,1194024,4.599213e+00
10.1109@VAST.2008.4677350,10.1109@VAST.2008.4677350_08_02_T17.jpg,1072683,2.829316e+00
10.1109@VAST.2008.4677350,10.1109@VAST.2008.4677350_08_03_T17.jpg,956232,5.693386e+00
10.1109@VAST.2008.4677350,10.1109@VAST.2008.4677350_08_05_T17.jpg,1936872,5.767916e+00
10.1109@VAST.2008.4677350,10.1109@VAST.2008.4677350_08_06_T17.jpg,3174045,5.257164e+00
10.1109@VAST.2008.4677350,10.1109@VAST.2008.4677350_08_07_T17.jpg,2980152,6.285819e+00
10.1109@VAST.2008.4677350,10.1109@VAST.2008.4677350_08_08_T17.jpg,2311320,5.184091e+00
10.1109@VAST.2008.4677350,10.1109@VAST.2008.4677350_08_09_T17.jpg,3070872,6.714088e+00
2008T17,10.1109@VAST.2008.4677351,,14
