paperID,imageID,size,uncertainty
,2007T02,,5
2007T02,10.1109@TVCG.2007.70518,,13
10.1109@TVCG.2007.70518,10.1109@TVCG.2007.70518_13_01_T02.jpg,805596,1
10.1109@TVCG.2007.70518,10.1109@TVCG.2007.70518_13_02_T02.jpg,334320,1
10.1109@TVCG.2007.70518,10.1109@TVCG.2007.70518_13_03_T02.jpg,858438,1
10.1109@TVCG.2007.70518,10.1109@TVCG.2007.70518_13_04_T02.jpg,399456,1
10.1109@TVCG.2007.70518,10.1109@TVCG.2007.70518_13_05_T02.jpg,541440,1
10.1109@TVCG.2007.70518,10.1109@TVCG.2007.70518_13_06_T02.jpg,2927985,1
10.1109@TVCG.2007.70518,10.1109@TVCG.2007.70518_13_07_T02.jpg,813312,1
10.1109@TVCG.2007.70518,10.1109@TVCG.2007.70518_13_08_T02.jpg,733824,1
10.1109@TVCG.2007.70518,10.1109@TVCG.2007.70518_13_09_T02.jpg,2415600,1
10.1109@TVCG.2007.70518,10.1109@TVCG.2007.70518_13_10_T02.jpg,1587690,1
10.1109@TVCG.2007.70518,10.1109@TVCG.2007.70518_13_11_T02.jpg,3396624,1
10.1109@TVCG.2007.70518,10.1109@TVCG.2007.70518_13_12_T02.jpg,1714560,1
10.1109@TVCG.2007.70518,10.1109@TVCG.2007.70518_13_13_T02.jpg,420552,1
2007T02,10.1109@TVCG.2007.70530,,11
10.1109@TVCG.2007.70530,10.1109@TVCG.2007.70530_11_01_T02.jpg,550800,1
10.1109@TVCG.2007.70530,10.1109@TVCG.2007.70530_11_02_T02.jpg,887616,1
10.1109@TVCG.2007.70530,10.1109@TVCG.2007.70530_11_03_T02.jpg,1779696,1
10.1109@TVCG.2007.70530,10.1109@TVCG.2007.70530_11_04_T02.jpg,758160,1
10.1109@TVCG.2007.70530,10.1109@TVCG.2007.70530_11_05_T02.jpg,697920,1
10.1109@TVCG.2007.70530,10.1109@TVCG.2007.70530_11_06_T02.jpg,257358,1
10.1109@TVCG.2007.70530,10.1109@TVCG.2007.70530_11_07_T02.jpg,4064640,1
10.1109@TVCG.2007.70530,10.1109@TVCG.2007.70530_11_08_T02.jpg,723240,1
10.1109@TVCG.2007.70530,10.1109@TVCG.2007.70530_11_09_T02.jpg,2819160,1
10.1109@TVCG.2007.70530,10.1109@TVCG.2007.70530_11_10_T02.jpg,2307312,1
10.1109@TVCG.2007.70530,10.1109@TVCG.2007.70530_11_11_T02.jpg,2380653,1
2007T02,10.1109@TVCG.2007.70542,,2
10.1109@TVCG.2007.70542,10.1109@TVCG.2007.70542_02_01_T02.jpg,608316,1
10.1109@TVCG.2007.70542,10.1109@TVCG.2007.70542_02_02_T02.jpg,5135751,1
2007T02,10.1109@TVCG.2007.70590,,9
10.1109@TVCG.2007.70590,10.1109@TVCG.2007.70590_09_01_T02.jpg,1092168,1
10.1109@TVCG.2007.70590,10.1109@TVCG.2007.70590_09_02_T02.jpg,1115334,1
10.1109@TVCG.2007.70590,10.1109@TVCG.2007.70590_09_03_T02.jpg,622752,1
10.1109@TVCG.2007.70590,10.1109@TVCG.2007.70590_09_04_T02.jpg,1827360,1
10.1109@TVCG.2007.70590,10.1109@TVCG.2007.70590_09_05_T02.jpg,513216,1
10.1109@TVCG.2007.70590,10.1109@TVCG.2007.70590_09_06_T02.jpg,1727544,1
10.1109@TVCG.2007.70590,10.1109@TVCG.2007.70590_09_07_T02.jpg,946923,1
10.1109@TVCG.2007.70590,10.1109@TVCG.2007.70590_09_08_T02.jpg,1690704,1
10.1109@TVCG.2007.70590,10.1109@TVCG.2007.70590_09_09_T02.jpg,3659829,1
2007T02,10.1109@TVCG.2007.70615,,9
10.1109@TVCG.2007.70615,10.1109@TVCG.2007.70615_09_01_T02.jpg,489426,1
10.1109@TVCG.2007.70615,10.1109@TVCG.2007.70615_09_02_T02.jpg,649827,1
10.1109@TVCG.2007.70615,10.1109@TVCG.2007.70615_09_03_T02.jpg,717696,1
10.1109@TVCG.2007.70615,10.1109@TVCG.2007.70615_09_04_T02.jpg,2406096,1
10.1109@TVCG.2007.70615,10.1109@TVCG.2007.70615_09_05_T02.jpg,2161137,1
10.1109@TVCG.2007.70615,10.1109@TVCG.2007.70615_09_06_T02.jpg,4455120,1
10.1109@TVCG.2007.70615,10.1109@TVCG.2007.70615_09_07_T02.jpg,1467648,1
10.1109@TVCG.2007.70615,10.1109@TVCG.2007.70615_09_08_T02.jpg,1550874,1
10.1109@TVCG.2007.70615,10.1109@TVCG.2007.70615_09_09_T02.jpg,1170624,1
