paperID,imageID,size,uncertainty
,2015T09,,2
2015T09,10.1109@TVCG.2015.2467433,,10
10.1109@TVCG.2015.2467433,10.1109@TVCG.2015.2467433_10_01_T09.jpg,2222025,1
10.1109@TVCG.2015.2467433,10.1109@TVCG.2015.2467433_10_02_T09.jpg,511221,1
10.1109@TVCG.2015.2467433,10.1109@TVCG.2015.2467433_10_03_T09.jpg,237600,1
10.1109@TVCG.2015.2467433,10.1109@TVCG.2015.2467433_10_04_T09.jpg,2825625,1
10.1109@TVCG.2015.2467433,10.1109@TVCG.2015.2467433_10_05_T09.jpg,703470,1
10.1109@TVCG.2015.2467433,10.1109@TVCG.2015.2467433_10_06_T09.jpg,799161,1
10.1109@TVCG.2015.2467433,10.1109@TVCG.2015.2467433_10_07_T09.jpg,261954,1
10.1109@TVCG.2015.2467433,10.1109@TVCG.2015.2467433_10_08_T09.jpg,1501584,1
10.1109@TVCG.2015.2467433,10.1109@TVCG.2015.2467433_10_09_T09.jpg,191511,1
10.1109@TVCG.2015.2467433,10.1109@TVCG.2015.2467433_10_10_T09.jpg,7425096,1
2015T09,10.1109@VAST.2015.7347636,,7
10.1109@VAST.2015.7347636,10.1109@VAST.2015.7347636_07_01_T17.jpg,2086560,1
10.1109@VAST.2015.7347636,10.1109@VAST.2015.7347636_07_02_T17.jpg,464400,1
10.1109@VAST.2015.7347636,10.1109@VAST.2015.7347636_07_03_T17.jpg,960411,1
10.1109@VAST.2015.7347636,10.1109@VAST.2015.7347636_07_04_T17.jpg,2087667,1
10.1109@VAST.2015.7347636,10.1109@VAST.2015.7347636_07_05_T17.jpg,1681797,1
10.1109@VAST.2015.7347636,10.1109@VAST.2015.7347636_07_06_T17.jpg,1912113,1
10.1109@VAST.2015.7347636,10.1109@VAST.2015.7347636_07_07_T17.jpg,2704176,1
