paperID,imageID,size,uncertainty
,2016T16,,21
2016T16,10.1109@TVCG.2016.2598465,,14
10.1109@TVCG.2016.2598465,10.1109@TVCG.2016.2598465_14_01_T17.jpg,2668608,1
10.1109@TVCG.2016.2598465,10.1109@TVCG.2016.2598465_14_02_T17.jpg,1039968,1
10.1109@TVCG.2016.2598465,10.1109@TVCG.2016.2598465_14_03_T17.jpg,348480,1
10.1109@TVCG.2016.2598465,10.1109@TVCG.2016.2598465_14_04_T17.jpg,953574,1
10.1109@TVCG.2016.2598465,10.1109@TVCG.2016.2598465_14_05_T17.jpg,770721,1
10.1109@TVCG.2016.2598465,10.1109@TVCG.2016.2598465_14_06_T17.jpg,377055,1
10.1109@TVCG.2016.2598465,10.1109@TVCG.2016.2598465_14_07_T17.jpg,356400,1
10.1109@TVCG.2016.2598465,10.1109@TVCG.2016.2598465_14_08_T17.jpg,799296,1
10.1109@TVCG.2016.2598465,10.1109@TVCG.2016.2598465_14_09_T17.jpg,451440,1
10.1109@TVCG.2016.2598465,10.1109@TVCG.2016.2598465_14_10_T17.jpg,737799,1
10.1109@TVCG.2016.2598465,10.1109@TVCG.2016.2598465_14_11_T17.jpg,862155,1
10.1109@TVCG.2016.2598465,10.1109@TVCG.2016.2598465_14_12_T17.jpg,696696,1
10.1109@TVCG.2016.2598465,10.1109@TVCG.2016.2598465_14_13_T17.jpg,707805,1
10.1109@TVCG.2016.2598465,10.1109@TVCG.2016.2598465_14_14_T17.jpg,325416,1
2016T16,10.1109@TVCG.2016.2598470,,7
10.1109@TVCG.2016.2598470,10.1109@TVCG.2016.2598470_07_01_T17.jpg,2097144,1
10.1109@TVCG.2016.2598470,10.1109@TVCG.2016.2598470_07_02_T17.jpg,1674432,1
10.1109@TVCG.2016.2598470,10.1109@TVCG.2016.2598470_07_03_T17.jpg,690606,1
10.1109@TVCG.2016.2598470,10.1109@TVCG.2016.2598470_07_04_T17.jpg,666018,1
10.1109@TVCG.2016.2598470,10.1109@TVCG.2016.2598470_07_05_T17.jpg,1334592,1
10.1109@TVCG.2016.2598470,10.1109@TVCG.2016.2598470_07_06_T17.jpg,2065356,1
10.1109@TVCG.2016.2598470,10.1109@TVCG.2016.2598470_07_07_T17.jpg,824496,1
2016T16,10.1109@TVCG.2016.2598498,,6
10.1109@TVCG.2016.2598498,10.1109@TVCG.2016.2598498_06_01_T16.jpg,1305276,1
10.1109@TVCG.2016.2598498,10.1109@TVCG.2016.2598498_06_02_T16.jpg,1073520,1
10.1109@TVCG.2016.2598498,10.1109@TVCG.2016.2598498_06_03_T16.jpg,8155224,1
10.1109@TVCG.2016.2598498,10.1109@TVCG.2016.2598498_06_04_T16.jpg,580176,1
10.1109@TVCG.2016.2598498,10.1109@TVCG.2016.2598498_06_05_T16.jpg,2757474,1
10.1109@TVCG.2016.2598498,10.1109@TVCG.2016.2598498_06_06_T16.jpg,423255,1
2016T16,10.1109@TVCG.2016.2598541,,9
10.1109@TVCG.2016.2598541,10.1109@TVCG.2016.2598541_09_01_T16.jpg,1611120,1
10.1109@TVCG.2016.2598541,10.1109@TVCG.2016.2598541_09_02_T16.jpg,2542650,1
10.1109@TVCG.2016.2598541,10.1109@TVCG.2016.2598541_09_03_T16.jpg,2342274,1
10.1109@TVCG.2016.2598541,10.1109@TVCG.2016.2598541_09_04_T16.jpg,2006382,1
10.1109@TVCG.2016.2598541,10.1109@TVCG.2016.2598541_09_05_T16.jpg,2914548,1
10.1109@TVCG.2016.2598541,10.1109@TVCG.2016.2598541_09_06_T16.jpg,1321722,1
10.1109@TVCG.2016.2598541,10.1109@TVCG.2016.2598541_09_07_T16.jpg,592539,1
10.1109@TVCG.2016.2598541,10.1109@TVCG.2016.2598541_09_08_T16.jpg,1729002,1
10.1109@TVCG.2016.2598541,10.1109@TVCG.2016.2598541_09_09_T16.jpg,2443140,1
2016T16,10.1109@TVCG.2016.2598544,,7
10.1109@TVCG.2016.2598544,10.1109@TVCG.2016.2598544_07_01_T16.jpg,4594257,1
10.1109@TVCG.2016.2598544,10.1109@TVCG.2016.2598544_07_02_T16.jpg,1328244,1
10.1109@TVCG.2016.2598544,10.1109@TVCG.2016.2598544_07_03_T16.jpg,1278936,1
10.1109@TVCG.2016.2598544,10.1109@TVCG.2016.2598544_07_04_T16.jpg,2798964,1
10.1109@TVCG.2016.2598544,10.1109@TVCG.2016.2598544_07_05_T16.jpg,1352694,1
10.1109@TVCG.2016.2598544,10.1109@TVCG.2016.2598544_07_06_T16.jpg,2885112,1
10.1109@TVCG.2016.2598544,10.1109@TVCG.2016.2598544_07_07_T16.jpg,1061100,1
2016T16,10.1109@TVCG.2016.2598588,,3
10.1109@TVCG.2016.2598588,10.1109@TVCG.2016.2598588_03_01_T16.jpg,7796838,1
10.1109@TVCG.2016.2598588,10.1109@TVCG.2016.2598588_03_02_T16.jpg,4173840,1
10.1109@TVCG.2016.2598588,10.1109@TVCG.2016.2598588_03_03_T16.jpg,1328712,1
2016T16,10.1109@TVCG.2016.2598608,,10
10.1109@TVCG.2016.2598608,10.1109@TVCG.2016.2598608_10_01_T16.jpg,2203848,1
10.1109@TVCG.2016.2598608,10.1109@TVCG.2016.2598608_10_02_T16.jpg,511500,1
10.1109@TVCG.2016.2598608,10.1109@TVCG.2016.2598608_10_03_T16.jpg,535680,1
10.1109@TVCG.2016.2598608,10.1109@TVCG.2016.2598608_10_04_T16.jpg,567747,1
10.1109@TVCG.2016.2598608,10.1109@TVCG.2016.2598608_10_05_T16.jpg,585858,1
10.1109@TVCG.2016.2598608,10.1109@TVCG.2016.2598608_10_06_T16.jpg,603288,1
10.1109@TVCG.2016.2598608,10.1109@TVCG.2016.2598608_10_07_T16.jpg,405435,1
10.1109@TVCG.2016.2598608,10.1109@TVCG.2016.2598608_10_08_T16.jpg,666099,1
10.1109@TVCG.2016.2598608,10.1109@TVCG.2016.2598608_10_09_T16.jpg,839106,1
10.1109@TVCG.2016.2598608,10.1109@TVCG.2016.2598608_10_10_T16.jpg,867405,1
2016T16,10.1109@TVCG.2016.2598609,,12
10.1109@TVCG.2016.2598609,10.1109@TVCG.2016.2598609_12_01_T16.jpg,4973520,1
10.1109@TVCG.2016.2598609,10.1109@TVCG.2016.2598609_12_02_T16.jpg,1409589,1
10.1109@TVCG.2016.2598609,10.1109@TVCG.2016.2598609_12_03_T16.jpg,5453748,1
10.1109@TVCG.2016.2598609,10.1109@TVCG.2016.2598609_12_04_T16.jpg,1555704,1
10.1109@TVCG.2016.2598609,10.1109@TVCG.2016.2598609_12_05_T16.jpg,787500,1
10.1109@TVCG.2016.2598609,10.1109@TVCG.2016.2598609_12_06_T16.jpg,887490,1
