paperID,imageID,size,uncertainty
,2015T11,,2
2015T11,10.1109@TVCG.2015.2467200,,13
10.1109@TVCG.2015.2467200,10.1109@TVCG.2015.2467200_13_01_T11.jpg,625680,1
10.1109@TVCG.2015.2467200,10.1109@TVCG.2015.2467200_13_02_T11.jpg,467016,1
10.1109@TVCG.2015.2467200,10.1109@TVCG.2015.2467200_13_03_T11.jpg,507474,1
10.1109@TVCG.2015.2467200,10.1109@TVCG.2015.2467200_13_04_T11.jpg,585792,1
10.1109@TVCG.2015.2467200,10.1109@TVCG.2015.2467200_13_05_T11.jpg,285750,1
10.1109@TVCG.2015.2467200,10.1109@TVCG.2015.2467200_13_06_T11.jpg,762489,1
10.1109@TVCG.2015.2467200,10.1109@TVCG.2015.2467200_13_07_T11.jpg,946200,1
10.1109@TVCG.2015.2467200,10.1109@TVCG.2015.2467200_13_08_T11.jpg,1532160,1
10.1109@TVCG.2015.2467200,10.1109@TVCG.2015.2467200_13_09_T11.jpg,4344624,1
10.1109@TVCG.2015.2467200,10.1109@TVCG.2015.2467200_13_10_T11.jpg,847128,1
10.1109@TVCG.2015.2467200,10.1109@TVCG.2015.2467200_13_11_T11.jpg,3746358,1
10.1109@TVCG.2015.2467200,10.1109@TVCG.2015.2467200_13_12_T11.jpg,7483356,1
10.1109@TVCG.2015.2467200,10.1109@TVCG.2015.2467200_13_13_T11.jpg,1652091,1
2015T11,10.1109@TVCG.2015.2467952,,14
10.1109@TVCG.2015.2467952,10.1109@TVCG.2015.2467952_14_01_T11.jpg,501030,1
10.1109@TVCG.2015.2467952,10.1109@TVCG.2015.2467952_14_02_T11.jpg,1168020,1
10.1109@TVCG.2015.2467952,10.1109@TVCG.2015.2467952_14_03_T11.jpg,2969136,1
10.1109@TVCG.2015.2467952,10.1109@TVCG.2015.2467952_14_04_T11.jpg,393984,1
10.1109@TVCG.2015.2467952,10.1109@TVCG.2015.2467952_14_05_T11.jpg,810264,1
10.1109@TVCG.2015.2467952,10.1109@TVCG.2015.2467952_14_06_T11.jpg,1010970,1
10.1109@TVCG.2015.2467952,10.1109@TVCG.2015.2467952_14_07_T11.jpg,1093992,1
10.1109@TVCG.2015.2467952,10.1109@TVCG.2015.2467952_14_08_T11.jpg,724950,1
10.1109@TVCG.2015.2467952,10.1109@TVCG.2015.2467952_14_09_T11.jpg,1230336,1
10.1109@TVCG.2015.2467952,10.1109@TVCG.2015.2467952_14_10_T11.jpg,1912080,1
10.1109@TVCG.2015.2467952,10.1109@TVCG.2015.2467952_14_11_T11.jpg,2002887,1
10.1109@TVCG.2015.2467952,10.1109@TVCG.2015.2467952_14_12_T11.jpg,2470608,1
10.1109@TVCG.2015.2467952,10.1109@TVCG.2015.2467952_14_13_T11.jpg,1504503,1
10.1109@TVCG.2015.2467952,10.1109@TVCG.2015.2467952_14_14_T11.jpg,3021894,1
