paperID,imageID,size,uncertainty
,2013T02,,7
2013T02,10.1109@TVCG.2013.125,,7
10.1109@TVCG.2013.125,10.1109@TVCG.2013.125_07_01_T02.jpg,3062496,1
10.1109@TVCG.2013.125,10.1109@TVCG.2013.125_07_02_T02.jpg,1782099,1
10.1109@TVCG.2013.125,10.1109@TVCG.2013.125_07_03_T02.jpg,2673828,1
10.1109@TVCG.2013.125,10.1109@TVCG.2013.125_07_04_T02.jpg,868806,1
10.1109@TVCG.2013.125,10.1109@TVCG.2013.125_07_05_T02.jpg,1373922,1
10.1109@TVCG.2013.125,10.1109@TVCG.2013.125_07_06_T02.jpg,2506542,1
10.1109@TVCG.2013.125,10.1109@TVCG.2013.125_07_07_T02.jpg,5545296,1
2013T02,10.1109@TVCG.2013.138,,12
10.1109@TVCG.2013.138,10.1109@TVCG.2013.138_12_01_T02.jpg,809634,1
10.1109@TVCG.2013.138,10.1109@TVCG.2013.138_12_02_T02.jpg,315792,1
10.1109@TVCG.2013.138,10.1109@TVCG.2013.138_12_03_T02.jpg,427008,1
10.1109@TVCG.2013.138,10.1109@TVCG.2013.138_12_04_T02.jpg,1450593,1
10.1109@TVCG.2013.138,10.1109@TVCG.2013.138_12_05_T02.jpg,1493022,1
10.1109@TVCG.2013.138,10.1109@TVCG.2013.138_12_06_T02.jpg,3536577,1
10.1109@TVCG.2013.138,10.1109@TVCG.2013.138_12_07_T02.jpg,334305,1
10.1109@TVCG.2013.138,10.1109@TVCG.2013.138_12_08_T02.jpg,365211,1
10.1109@TVCG.2013.138,10.1109@TVCG.2013.138_12_09_T02.jpg,1716708,1
10.1109@TVCG.2013.138,10.1109@TVCG.2013.138_12_10_T02.jpg,1666080,1
10.1109@TVCG.2013.138,10.1109@TVCG.2013.138_12_11_T02.jpg,3308088,1
10.1109@TVCG.2013.138,10.1109@TVCG.2013.138_12_12_T02.jpg,2418570,1
2013T02,10.1109@TVCG.2013.140,,16
10.1109@TVCG.2013.140,10.1109@TVCG.2013.140_16_01_T17.jpg,2233392,1
10.1109@TVCG.2013.140,10.1109@TVCG.2013.140_16_02_T17.jpg,538200,1
10.1109@TVCG.2013.140,10.1109@TVCG.2013.140_16_03_T17.jpg,822375,1
10.1109@TVCG.2013.140,10.1109@TVCG.2013.140_16_04_T17.jpg,504576,1
10.1109@TVCG.2013.140,10.1109@TVCG.2013.140_16_05_T17.jpg,270015,1
10.1109@TVCG.2013.140,10.1109@TVCG.2013.140_16_06_T17.jpg,1235475,1
10.1109@TVCG.2013.140,10.1109@TVCG.2013.140_16_07_T17.jpg,2856384,1
10.1109@TVCG.2013.140,10.1109@TVCG.2013.140_16_08_T17.jpg,246750,1
10.1109@TVCG.2013.140,10.1109@TVCG.2013.140_16_09_T17.jpg,412032,1
10.1109@TVCG.2013.140,10.1109@TVCG.2013.140_16_10_T17.jpg,1332270,1
10.1109@TVCG.2013.140,10.1109@TVCG.2013.140_16_11_T17.jpg,1047591,1
10.1109@TVCG.2013.140,10.1109@TVCG.2013.140_16_12_T17.jpg,332544,1
10.1109@TVCG.2013.140,10.1109@TVCG.2013.140_16_13_T17.jpg,2821104,1
10.1109@TVCG.2013.140,10.1109@TVCG.2013.140_16_14_T17.jpg,1758672,1
10.1109@TVCG.2013.140,10.1109@TVCG.2013.140_16_15_T17.jpg,1417842,1
10.1109@TVCG.2013.140,10.1109@TVCG.2013.140_16_16_T17.jpg,1736280,1
2013T02,10.1109@TVCG.2013.143,,9
10.1109@TVCG.2013.143,10.1109@TVCG.2013.143_09_01_T02.jpg,1555092,1
10.1109@TVCG.2013.143,10.1109@TVCG.2013.143_09_03_T02.jpg,960120,1
10.1109@TVCG.2013.143,10.1109@TVCG.2013.143_09_04_T02.jpg,761076,1
