paperID,imageID,size,uncertainty
,2011T04,,8
2011T04,10.1109@TVCG.2011.174,,8
10.1109@TVCG.2011.174,10.1109@TVCG.2011.174_08_01_T04.jpg,2827356,1
10.1109@TVCG.2011.174,10.1109@TVCG.2011.174_08_02_T04.jpg,2128896,1
10.1109@TVCG.2011.174,10.1109@TVCG.2011.174_08_03_T04.jpg,1306224,1
10.1109@TVCG.2011.174,10.1109@TVCG.2011.174_08_05_T04.jpg,3894768,1
10.1109@TVCG.2011.174,10.1109@TVCG.2011.174_08_06_T04.jpg,1152816,1
10.1109@TVCG.2011.174,10.1109@TVCG.2011.174_08_07_T04.jpg,4730400,1
10.1109@TVCG.2011.174,10.1109@TVCG.2011.174_08_08_T04.jpg,3699696,1
10.1109@TVCG.2011.174,10.1109@TVCG.2011.174_08_09_T04.jpg,3700404,1
2011T04,10.1109@TVCG.2011.175,,3
10.1109@TVCG.2011.175,10.1109@TVCG.2011.175_03_01_T04.jpg,659772,1
10.1109@TVCG.2011.175,10.1109@TVCG.2011.175_03_02_T04.jpg,406134,1
10.1109@TVCG.2011.175,10.1109@TVCG.2011.175_03_03_T04.jpg,612696,1
2011T04,10.1109@TVCG.2011.184,,10
10.1109@TVCG.2011.184,10.1109@TVCG.2011.184_10_01_T04.jpg,1723725,1
10.1109@TVCG.2011.184,10.1109@TVCG.2011.184_10_02_T04.jpg,672216,1
10.1109@TVCG.2011.184,10.1109@TVCG.2011.184_10_03_T04.jpg,979902,1
10.1109@TVCG.2011.184,10.1109@TVCG.2011.184_10_04_T04.jpg,393402,1
10.1109@TVCG.2011.184,10.1109@TVCG.2011.184_10_05_T04.jpg,583596,1
10.1109@TVCG.2011.184,10.1109@TVCG.2011.184_10_06_T04.jpg,758016,1
10.1109@TVCG.2011.184,10.1109@TVCG.2011.184_10_07_T04.jpg,1694256,1
10.1109@TVCG.2011.184,10.1109@TVCG.2011.184_10_08_T04.jpg,2334528,1
10.1109@TVCG.2011.184,10.1109@TVCG.2011.184_10_09_T04.jpg,1054704,1
10.1109@TVCG.2011.184,10.1109@TVCG.2011.184_10_10_T04.jpg,1145430,1
2011T04,10.1109@TVCG.2011.194,,11
10.1109@TVCG.2011.194,10.1109@TVCG.2011.194_11_01_T04.jpg,1194240,1
10.1109@TVCG.2011.194,10.1109@TVCG.2011.194_11_02_T04.jpg,1368732,1
10.1109@TVCG.2011.194,10.1109@TVCG.2011.194_11_03_T04.jpg,5702160,1
10.1109@TVCG.2011.194,10.1109@TVCG.2011.194_11_04_T04.jpg,1381086,1
10.1109@TVCG.2011.194,10.1109@TVCG.2011.194_11_05_T04.jpg,1397400,1
10.1109@TVCG.2011.194,10.1109@TVCG.2011.194_11_06_T04.jpg,606375,1
10.1109@TVCG.2011.194,10.1109@TVCG.2011.194_11_07_T04.jpg,949200,1
10.1109@TVCG.2011.194,10.1109@TVCG.2011.194_11_08_T04.jpg,1478400,1
