paperID,imageID,size,uncertainty
,2013T15,,4
2013T15,10.1109@TVCG.2013.129,,11
10.1109@TVCG.2013.129,10.1109@TVCG.2013.129_11_01_T15.jpg,5097600,1
10.1109@TVCG.2013.129,10.1109@TVCG.2013.129_11_02_T15.jpg,652605,1
10.1109@TVCG.2013.129,10.1109@TVCG.2013.129_11_03_T15.jpg,708180,1
10.1109@TVCG.2013.129,10.1109@TVCG.2013.129_11_04_T15.jpg,545370,1
10.1109@TVCG.2013.129,10.1109@TVCG.2013.129_11_05_T15.jpg,634500,1
10.1109@TVCG.2013.129,10.1109@TVCG.2013.129_11_06_T15.jpg,1520283,1
10.1109@TVCG.2013.129,10.1109@TVCG.2013.129_11_07_T15.jpg,2430120,1
10.1109@TVCG.2013.129,10.1109@TVCG.2013.129_11_08_T15.jpg,2072475,1
10.1109@TVCG.2013.129,10.1109@TVCG.2013.129_11_09_T15.jpg,2287869,1
10.1109@TVCG.2013.129,10.1109@TVCG.2013.129_11_10_T15.jpg,1190364,1
10.1109@TVCG.2013.129,10.1109@TVCG.2013.129_11_11_T15.jpg,2326770,1
2013T15,10.1109@TVCG.2013.172,,18
10.1109@TVCG.2013.172,10.1109@TVCG.2013.172_18_01_T15.jpg,423810,1
10.1109@TVCG.2013.172,10.1109@TVCG.2013.172_18_02_T15.jpg,1007319,1
10.1109@TVCG.2013.172,10.1109@TVCG.2013.172_18_03_T15.jpg,1055025,1
10.1109@TVCG.2013.172,10.1109@TVCG.2013.172_18_04_T15.jpg,608280,1
10.1109@TVCG.2013.172,10.1109@TVCG.2013.172_18_05_T15.jpg,585990,1
10.1109@TVCG.2013.172,10.1109@TVCG.2013.172_18_06_T15.jpg,618240,1
10.1109@TVCG.2013.172,10.1109@TVCG.2013.172_18_07_T15.jpg,486837,1
10.1109@TVCG.2013.172,10.1109@TVCG.2013.172_18_08_T15.jpg,1689582,1
10.1109@TVCG.2013.172,10.1109@TVCG.2013.172_18_09_T15.jpg,1258740,1
10.1109@TVCG.2013.172,10.1109@TVCG.2013.172_18_10_T15.jpg,4304640,1
10.1109@TVCG.2013.172,10.1109@TVCG.2013.172_18_11_T15.jpg,2194536,1
10.1109@TVCG.2013.172,10.1109@TVCG.2013.172_18_12_T15.jpg,1153368,1
10.1109@TVCG.2013.172,10.1109@TVCG.2013.172_18_13_T15.jpg,1016925,1
10.1109@TVCG.2013.172,10.1109@TVCG.2013.172_18_14_T15.jpg,1268946,1
10.1109@TVCG.2013.172,10.1109@TVCG.2013.172_18_16_T15.jpg,603720,1
10.1109@TVCG.2013.172,10.1109@TVCG.2013.172_18_17_T15.jpg,1368489,1
10.1109@TVCG.2013.172,10.1109@TVCG.2013.172_18_18_T15.jpg,1844112,1
10.1109@TVCG.2013.172,10.1109@TVCG.2013.172_18_19_T15.jpg,1291167,1
2013T15,10.1109@TVCG.2013.180,,13
10.1109@TVCG.2013.180,10.1109@TVCG.2013.180_13_01_T15.jpg,2291625,1
10.1109@TVCG.2013.180,10.1109@TVCG.2013.180_13_02_T15.jpg,461865,1
10.1109@TVCG.2013.180,10.1109@TVCG.2013.180_13_03_T15.jpg,1196817,1
10.1109@TVCG.2013.180,10.1109@TVCG.2013.180_13_04_T15.jpg,741636,1
10.1109@TVCG.2013.180,10.1109@TVCG.2013.180_13_05_T15.jpg,797040,1
10.1109@TVCG.2013.180,10.1109@TVCG.2013.180_13_06_T15.jpg,3992136,1
10.1109@TVCG.2013.180,10.1109@TVCG.2013.180_13_07_T15.jpg,3560928,1
10.1109@TVCG.2013.180,10.1109@TVCG.2013.180_13_08_T15.jpg,1068750,1
10.1109@TVCG.2013.180,10.1109@TVCG.2013.180_13_09_T15.jpg,443088,1
10.1109@TVCG.2013.180,10.1109@TVCG.2013.180_13_10_T15.jpg,1368216,1
10.1109@TVCG.2013.180,10.1109@TVCG.2013.180_13_11_T15.jpg,1216152,1
10.1109@TVCG.2013.180,10.1109@TVCG.2013.180_13_12_T15.jpg,1057293,1
10.1109@TVCG.2013.180,10.1109@TVCG.2013.180_13_13_T15.jpg,5376672,1
2013T15,10.1109@TVCG.2013.215,,9
10.1109@TVCG.2013.215,10.1109@TVCG.2013.215_09_01_T15.jpg,1737216,1
10.1109@TVCG.2013.215,10.1109@TVCG.2013.215_09_02_T15.jpg,2679732,1
10.1109@TVCG.2013.215,10.1109@TVCG.2013.215_09_03_T15.jpg,1746432,1
10.1109@TVCG.2013.215,10.1109@TVCG.2013.215_09_04_T15.jpg,2087568,1
10.1109@TVCG.2013.215,10.1109@TVCG.2013.215_09_05_T15.jpg,761733,1
10.1109@TVCG.2013.215,10.1109@TVCG.2013.215_09_06_T15.jpg,3340281,1
10.1109@TVCG.2013.215,10.1109@TVCG.2013.215_09_08_T15.jpg,5236926,1
10.1109@TVCG.2013.215,10.1109@TVCG.2013.215_09_09_T15.jpg,902820,1
10.1109@TVCG.2013.215,10.1109@TVCG.2013.215_09_10_T15.jpg,1508925,1
