paperID,imageID,size,uncertainty
,2014T01,,29
2014T01,10.1109@TVCG.2014.2346249,,10
10.1109@TVCG.2014.2346249,10.1109@TVCG.2014.2346249_10_01_T01.jpg,944304,1
10.1109@TVCG.2014.2346249,10.1109@TVCG.2014.2346249_10_02_T01.jpg,855024,1
10.1109@TVCG.2014.2346249,10.1109@TVCG.2014.2346249_10_03_T01.jpg,530751,1
10.1109@TVCG.2014.2346249,10.1109@TVCG.2014.2346249_10_04_T01.jpg,527022,1
10.1109@TVCG.2014.2346249,10.1109@TVCG.2014.2346249_10_05_T01.jpg,1648017,1
10.1109@TVCG.2014.2346249,10.1109@TVCG.2014.2346249_10_06_T01.jpg,1001640,1
10.1109@TVCG.2014.2346249,10.1109@TVCG.2014.2346249_10_07_T01.jpg,690582,1
10.1109@TVCG.2014.2346249,10.1109@TVCG.2014.2346249_10_08_T01.jpg,1075011,1
10.1109@TVCG.2014.2346249,10.1109@TVCG.2014.2346249_10_09_T01.jpg,838530,1
10.1109@TVCG.2014.2346249,10.1109@TVCG.2014.2346249_10_10_T01.jpg,3288915,1
2014T01,10.1109@TVCG.2014.2346250,,11
10.1109@TVCG.2014.2346250,10.1109@TVCG.2014.2346250_11_01_T01.jpg,1498428,1
10.1109@TVCG.2014.2346250,10.1109@TVCG.2014.2346250_11_02_T01.jpg,490194,1
10.1109@TVCG.2014.2346250,10.1109@TVCG.2014.2346250_11_03_T01.jpg,512952,1
10.1109@TVCG.2014.2346250,10.1109@TVCG.2014.2346250_11_04_T01.jpg,802068,1
10.1109@TVCG.2014.2346250,10.1109@TVCG.2014.2346250_11_05_T01.jpg,517824,1
10.1109@TVCG.2014.2346250,10.1109@TVCG.2014.2346250_11_06_T01.jpg,998079,1
10.1109@TVCG.2014.2346250,10.1109@TVCG.2014.2346250_11_07_T01.jpg,933120,1
10.1109@TVCG.2014.2346250,10.1109@TVCG.2014.2346250_11_08_T01.jpg,1048320,1
10.1109@TVCG.2014.2346250,10.1109@TVCG.2014.2346250_11_09_T01.jpg,1245312,1
10.1109@TVCG.2014.2346250,10.1109@TVCG.2014.2346250_11_10_T01.jpg,1003008,1
10.1109@TVCG.2014.2346250,10.1109@TVCG.2014.2346250_11_11_T01.jpg,1181880,1
2014T01,10.1109@TVCG.2014.2346258,,15
10.1109@TVCG.2014.2346258,10.1109@TVCG.2014.2346258_15_01_T01.jpg,355095,1
10.1109@TVCG.2014.2346258,10.1109@TVCG.2014.2346258_15_02_T01.jpg,884010,1
10.1109@TVCG.2014.2346258,10.1109@TVCG.2014.2346258_15_03_T01.jpg,650415,1
10.1109@TVCG.2014.2346258,10.1109@TVCG.2014.2346258_15_04_T01.jpg,2109696,1
10.1109@TVCG.2014.2346258,10.1109@TVCG.2014.2346258_15_05_T01.jpg,4275948,1
10.1109@TVCG.2014.2346258,10.1109@TVCG.2014.2346258_15_06_T01.jpg,1306701,1
10.1109@TVCG.2014.2346258,10.1109@TVCG.2014.2346258_15_07_T01.jpg,1604160,1
10.1109@TVCG.2014.2346258,10.1109@TVCG.2014.2346258_15_08_T01.jpg,876096,1
10.1109@TVCG.2014.2346258,10.1109@TVCG.2014.2346258_15_09_T01.jpg,607104,1
10.1109@TVCG.2014.2346258,10.1109@TVCG.2014.2346258_15_10_T01.jpg,1435200,1
10.1109@TVCG.2014.2346258,10.1109@TVCG.2014.2346258_15_11_T01.jpg,315222,1
10.1109@TVCG.2014.2346258,10.1109@TVCG.2014.2346258_15_12_T01.jpg,543894,1
10.1109@TVCG.2014.2346258,10.1109@TVCG.2014.2346258_15_13_T01.jpg,1238808,1
