paperID,imageID,size,uncertainty
,2009T02,,4
2009T02,10.1109@TVCG.2009.119,,11
10.1109@TVCG.2009.119,10.1109@TVCG.2009.119_11_01_T02.jpg,1250523,1
10.1109@TVCG.2009.119,10.1109@TVCG.2009.119_11_02_T02.jpg,4426647,1
10.1109@TVCG.2009.119,10.1109@TVCG.2009.119_11_03_T02.jpg,555768,1
10.1109@TVCG.2009.119,10.1109@TVCG.2009.119_11_04_T02.jpg,657054,1
10.1109@TVCG.2009.119,10.1109@TVCG.2009.119_11_05_T02.jpg,1516560,1
10.1109@TVCG.2009.119,10.1109@TVCG.2009.119_11_06_T02.jpg,2043000,1
10.1109@TVCG.2009.119,10.1109@TVCG.2009.119_11_07_T02.jpg,2045724,1
10.1109@TVCG.2009.119,10.1109@TVCG.2009.119_11_08_T02.jpg,641088,1
10.1109@TVCG.2009.119,10.1109@TVCG.2009.119_11_09_T02.jpg,1295658,1
10.1109@TVCG.2009.119,10.1109@TVCG.2009.119_11_10_T02.jpg,561408,1
10.1109@TVCG.2009.119,10.1109@TVCG.2009.119_11_11_T02.jpg,742233,1
2009T02,10.1109@VAST.2009.5332611,,10
10.1109@VAST.2009.5332611,10.1109@VAST.2009.5332611_10_01_T02.jpg,2213568,1
10.1109@VAST.2009.5332611,10.1109@VAST.2009.5332611_10_02_T02.jpg,1194288,1
10.1109@VAST.2009.5332611,10.1109@VAST.2009.5332611_10_03_T02.jpg,1093029,1
10.1109@VAST.2009.5332611,10.1109@VAST.2009.5332611_10_04_T02.jpg,1776060,1
10.1109@VAST.2009.5332611,10.1109@VAST.2009.5332611_10_05_T02.jpg,2087664,1
10.1109@VAST.2009.5332611,10.1109@VAST.2009.5332611_10_06_T02.jpg,1177200,1
10.1109@VAST.2009.5332611,10.1109@VAST.2009.5332611_10_07_T02.jpg,1140480,1
10.1109@VAST.2009.5332611,10.1109@VAST.2009.5332611_10_08_T02.jpg,1870902,1
10.1109@VAST.2009.5332611,10.1109@VAST.2009.5332611_10_09_T02.jpg,966183,1
10.1109@VAST.2009.5332611,10.1109@VAST.2009.5332611_10_10_T02.jpg,1417680,1
2009T02,10.1109@VAST.2009.5332628,,11
10.1109@VAST.2009.5332628,10.1109@VAST.2009.5332628_11_01_T02.jpg,322083,1
10.1109@VAST.2009.5332628,10.1109@VAST.2009.5332628_11_02_T02.jpg,696600,1
10.1109@VAST.2009.5332628,10.1109@VAST.2009.5332628_11_03_T02.jpg,482184,1
10.1109@VAST.2009.5332628,10.1109@VAST.2009.5332628_11_04_T02.jpg,337512,1
10.1109@VAST.2009.5332628,10.1109@VAST.2009.5332628_11_05_T02.jpg,499065,1
10.1109@VAST.2009.5332628,10.1109@VAST.2009.5332628_11_06_T02.jpg,1201200,1
10.1109@VAST.2009.5332628,10.1109@VAST.2009.5332628_11_07_T02.jpg,1156680,1
10.1109@VAST.2009.5332628,10.1109@VAST.2009.5332628_11_08_T02.jpg,492660,1
10.1109@VAST.2009.5332628,10.1109@VAST.2009.5332628_11_09_T02.jpg,1664901,1
10.1109@VAST.2009.5332628,10.1109@VAST.2009.5332628_11_10_T02.jpg,1788072,1
10.1109@VAST.2009.5332628,10.1109@VAST.2009.5332628_11_11_T02.jpg,1685448,1
2009T02,10.1109@VAST.2009.5333920,,5
10.1109@VAST.2009.5333920,10.1109@VAST.2009.5333920_05_01_T02.jpg,706221,1
10.1109@VAST.2009.5333920,10.1109@VAST.2009.5333920_05_02_T02.jpg,1325376,1
10.1109@VAST.2009.5333920,10.1109@VAST.2009.5333920_05_03_T02.jpg,608724,1
10.1109@VAST.2009.5333920,10.1109@VAST.2009.5333920_05_04_T02.jpg,1925160,1
10.1109@VAST.2009.5333920,10.1109@VAST.2009.5333920_05_05_T02.jpg,805380,1
