paperID,imageID,size,uncertainty
,2012T16,,15
2012T16,10.1109@TVCG.2012.186,,13
10.1109@TVCG.2012.186,10.1109@TVCG.2012.186_13_01_T16.jpg,471630,1
10.1109@TVCG.2012.186,10.1109@TVCG.2012.186_13_02_T16.jpg,952845,1
10.1109@TVCG.2012.186,10.1109@TVCG.2012.186_13_03_T16.jpg,950208,1
10.1109@TVCG.2012.186,10.1109@TVCG.2012.186_13_04_T16.jpg,855552,1
10.1109@TVCG.2012.186,10.1109@TVCG.2012.186_13_05_T16.jpg,636840,1
10.1109@TVCG.2012.186,10.1109@TVCG.2012.186_13_06_T16.jpg,587880,1
10.1109@TVCG.2012.186,10.1109@TVCG.2012.186_13_07_T16.jpg,608256,1
10.1109@TVCG.2012.186,10.1109@TVCG.2012.186_13_08_T16.jpg,832944,1
10.1109@TVCG.2012.186,10.1109@TVCG.2012.186_13_09_T16.jpg,1133865,1
10.1109@TVCG.2012.186,10.1109@TVCG.2012.186_13_10_T16.jpg,903903,1
10.1109@TVCG.2012.186,10.1109@TVCG.2012.186_13_11_T16.jpg,657384,1
10.1109@TVCG.2012.186,10.1109@TVCG.2012.186_13_12_T16.jpg,802503,1
10.1109@TVCG.2012.186,10.1109@TVCG.2012.186_13_13_T16.jpg,748398,1
2012T16,10.1109@TVCG.2012.196,,10
10.1109@TVCG.2012.196,10.1109@TVCG.2012.196_10_01_T16.jpg,1226700,1
10.1109@TVCG.2012.196,10.1109@TVCG.2012.196_10_02_T16.jpg,1394400,1
10.1109@TVCG.2012.196,10.1109@TVCG.2012.196_10_03_T16.jpg,353325,1
10.1109@TVCG.2012.196,10.1109@TVCG.2012.196_10_04_T16.jpg,503004,1
10.1109@TVCG.2012.196,10.1109@TVCG.2012.196_10_05_T16.jpg,3641256,1
10.1109@TVCG.2012.196,10.1109@TVCG.2012.196_10_06_T16.jpg,947376,1
10.1109@TVCG.2012.196,10.1109@TVCG.2012.196_10_07_T16.jpg,3641256,1
10.1109@TVCG.2012.196,10.1109@TVCG.2012.196_10_08_T16.jpg,4239504,1
10.1109@TVCG.2012.196,10.1109@TVCG.2012.196_10_09_T16.jpg,947394,1
10.1109@TVCG.2012.196,10.1109@TVCG.2012.196_10_10_T16.jpg,2374560,1
2012T16,10.1109@TVCG.2012.202,,10
10.1109@TVCG.2012.202,10.1109@TVCG.2012.202_10_01_T16.jpg,2146332,1
